id,title,rate_per_hour,skill_list,level,location_city,employment_type,company_sector
1249,Frontend Developer,17.21,"React, Vue, Kubernetes",Mid,Gyumri,Full-time,Gaming
1250,Frontend Developer,3.02,"JavaScript, Pandas, REST API, Docker, GCP, Python",Intern,Yerevan,Full-time,EdTech
1251,DevOps Engineer,9.77,"Celery, MongoDB, Git, AWS, GraphQL",Junior,Remote,Full-time,Gaming
1252,Software Engineer,6.66,"Celery, Git, PostgreSQL, Redis, Kubernetes",Junior,Yerevan,Full-time,EdTech
1253,Data Scientist,40.37,"Celery, SQL, Redis, Python",Senior,Remote,Full-time,FinTech
1254,QA Engineer,18.31,"SQL, Vue, FastAPI, REST API, Kubernetes",Mid,Yerevan,Full-time,Software
1255,QA Engineer,10.45,"Terraform, REST API, Node.js, AWS, Python",Junior,Yerevan,Full-time,Software
1256,Data Scientist,12.99,"AWS, Git, NumPy, GCP, PostgreSQL",Junior,Gyumri,Part-time,EdTech
1257,Site Reliability Engineer,28.08,"Pandas, Vue, PostgreSQL",Mid,Yerevan,Full-time,FinTech
1258,Fullstack Developer,11.64,"MongoDB, GraphQL, NumPy, Git, PostgreSQL, SQL",Junior,Yerevan,Full-time,EdTech
1259,Software Engineer,42.22,"Flask, Scikit-learn, Git, JavaScript",Senior,Yerevan,Full-time,FinTech
1260,Fullstack Developer,5.13,"Celery, Scikit-learn, Kubernetes, Docker",Junior,Vanadzor,Full-time,Software
1261,Software Engineer,16.58,"GCP, Scikit-learn, NumPy, SQL, Redis, AWS, MySQL",Mid,Yerevan,Full-time,FinTech
1262,Site Reliability Engineer,13.95,"Terraform, PostgreSQL, SQL, JavaScript",Mid,Yerevan,Full-time,FinTech
1263,Mobile Developer,23.21,"REST API, Docker, Terraform",Mid,Yerevan,Full-time,Gaming
1264,QA Engineer,6.82,"Pandas, Docker, Vue, Git, REST API",Junior,Vanadzor,Part-time,Gaming
1265,Data Scientist,20.57,"Kubernetes, AWS, Celery, Vue",Mid,Yerevan,Full-time,Software
1266,Backend Developer,25.77,"Python, Git, PostgreSQL, Django, Terraform, Pandas, Redis",Mid,Yerevan,Part-time,HealthTech
1267,Mobile Developer,3.91,"GraphQL, Python, SQL",Intern,Yerevan,Full-time,Gaming
1268,Machine Learning Engineer,79.74,"Scikit-learn, FastAPI, Django, AWS, Python, Git, JavaScript",Lead,Yerevan,Full-time,E-commerce
1269,Fullstack Developer,43.75,"Kubernetes, Terraform, SQL",Senior,Yerevan,Full-time,Software
1270,Backend Developer,23.57,"Pandas, Python, MongoDB, CI/CD, Scikit-learn, React, GraphQL",Mid,Vanadzor,Full-time,FinTech
1271,QA Engineer,26.37,"Flask, Vue, NumPy",Mid,Remote,Full-time,Gaming
1272,Site Reliability Engineer,10.31,"Git, Vue, SQL, Celery, Docker",Junior,Yerevan,Full-time,Software
1273,Fullstack Developer,14.86,"REST API, AWS, FastAPI, MongoDB, Kubernetes",Mid,Vanadzor,Part-time,HealthTech
1274,Product Engineer,30.08,"Flask, React, Pandas",Senior,Yerevan,Part-time,Software
1275,Frontend Developer,12.2,"Vue, Terraform, AWS",Junior,Yerevan,Contract,FinTech
1276,Machine Learning Engineer,7.88,"Pandas, NumPy, JavaScript, MySQL",Junior,Yerevan,Full-time,Gaming
1277,Backend Developer,13.49,"Docker, Node.js, Vue, PostgreSQL, React",Mid,Yerevan,Full-time,EdTech
1278,DevOps Engineer,13.78,"AWS, Scikit-learn, Terraform, Celery, Kubernetes, Pandas, React",Junior,Yerevan,Full-time,HealthTech
1279,Backend Developer,44.09,"SQL, Docker, AWS, Terraform",Senior,Yerevan,Full-time,EdTech
1280,Software Engineer,34.84,"Pandas, PostgreSQL, Flask, Celery, Vue, NumPy, CI/CD",Senior,Yerevan,Full-time,EdTech
1281,Machine Learning Engineer,11.72,"Redis, JavaScript, Kubernetes, GraphQL",Junior,Remote,Full-time,Gaming
1282,QA Engineer,19.44,"SQL, FastAPI, Terraform, AWS, Python",Mid,Yerevan,Full-time,Software
1283,Fullstack Developer,26.06,"AWS, MySQL, React, Kubernetes",Mid,Yerevan,Full-time,Software
1284,Site Reliability Engineer,14.83,"GraphQL, SQL, Docker, GCP, Redis, Node.js, PostgreSQL",Junior,Yerevan,Full-time,E-commerce
1285,QA Engineer,14.9,"NumPy, Celery, FastAPI, Docker",Mid,Yerevan,Full-time,Software
1286,Mobile Developer,36.84,"Celery, React, MySQL, Git",Senior,Remote,Full-time,Software
1287,Site Reliability Engineer,12.59,"Scikit-learn, Django, Flask, MySQL, NumPy",Junior,Remote,Full-time,FinTech
1288,Fullstack Developer,41.98,"Vue, React, MySQL, Flask",Senior,Yerevan,Full-time,Software
1289,Fullstack Developer,10.86,"CI/CD, REST API, NumPy, AWS",Junior,Yerevan,Full-time,FinTech
1290,Backend Developer,14.03,"SQL, Vue, Redis, CI/CD, GCP, Kubernetes",Mid,Yerevan,Full-time,Gaming
1291,Data Scientist,60.53,"NumPy, MongoDB, MySQL, CI/CD, Docker, Git",Senior,Yerevan,Full-time,FinTech
1292,Mobile Developer,13.75,"Node.js, Git, React",Mid,Yerevan,Full-time,EdTech
1293,Data Scientist,28.5,"NumPy, GCP, Flask, Terraform, Node.js, JavaScript, Redis",Mid,Yerevan,Full-time,EdTech
1294,Data Scientist,4.94,"Docker, JavaScript, MySQL, GCP",Intern,Yerevan,Full-time,E-commerce
1295,Software Engineer,44.58,"React, GCP, CI/CD, Celery",Senior,Yerevan,Contract,E-commerce
1296,Frontend Developer,25.81,"Scikit-learn, Python, React, MongoDB, JavaScript, GraphQL",Mid,Yerevan,Full-time,Software
1297,Site Reliability Engineer,17.42,"Docker, NumPy, Django, MySQL, Scikit-learn, PostgreSQL",Mid,Yerevan,Full-time,Gaming
1298,Software Engineer,10.65,"NumPy, Redis, SQL, MongoDB, REST API",Junior,Gyumri,Part-time,EdTech
1299,QA Engineer,7.43,"JavaScript, Python, MongoDB",Junior,Yerevan,Full-time,E-commerce
1300,Product Engineer,9.59,"Django, Kubernetes, MySQL, Scikit-learn, FastAPI, Redis",Junior,Yerevan,Full-time,E-commerce
1301,Machine Learning Engineer,15.57,"MongoDB, CI/CD, MySQL, Python, REST API, PostgreSQL",Mid,Vanadzor,Full-time,HealthTech
1302,Fullstack Developer,10.84,"Git, FastAPI, AWS",Junior,Yerevan,Full-time,HealthTech
1303,Backend Developer,19.67,"JavaScript, Pandas, Terraform",Mid,Yerevan,Full-time,EdTech
1304,Machine Learning Engineer,26.71,"Node.js, Pandas, Celery, GraphQL, Kubernetes, Django, Flask",Mid,Yerevan,Contract,Gaming
1305,QA Engineer,19.54,"GCP, Celery, Pandas",Mid,Yerevan,Contract,Gaming
1306,Frontend Developer,14.61,"React, Pandas, PostgreSQL",Mid,Yerevan,Full-time,E-commerce
1307,Software Engineer,35.94,"GraphQL, PostgreSQL, MySQL, Git",Senior,Yerevan,Part-time,Software
1308,Site Reliability Engineer,16.37,"GraphQL, Redis, Vue, NumPy, Docker",Mid,Gyumri,Full-time,Software
1309,DevOps Engineer,46.67,"Git, GCP, React",Senior,Gyumri,Full-time,Gaming
1310,Software Engineer,10.89,"PostgreSQL, Kubernetes, Git, Scikit-learn",Junior,Yerevan,Full-time,E-commerce
1311,Software Engineer,18.89,"Flask, Git, MySQL, Pandas",Mid,Yerevan,Full-time,HealthTech
1312,Product Engineer,33.14,"GCP, Redis, REST API, Python, MongoDB, CI/CD, Terraform",Senior,Yerevan,Full-time,HealthTech
1313,QA Engineer,28.38,"REST API, SQL, React, CI/CD",Senior,Yerevan,Part-time,E-commerce
1314,Mobile Developer,9.73,"REST API, AWS, Flask, Vue, Celery, NumPy",Junior,Yerevan,Part-time,Software
1315,DevOps Engineer,10.89,"Git, GraphQL, React, AWS",Junior,Yerevan,Full-time,Software
1316,Product Engineer,20.03,"Pandas, Redis, Node.js, GCP, REST API, JavaScript, SQL",Mid,Remote,Full-time,HealthTech
1317,Product Engineer,49.15,"GraphQL, MySQL, React",Senior,Yerevan,Full-time,FinTech
1318,Fullstack Developer,32.09,"AWS, NumPy, Vue, Docker, Git, PostgreSQL",Senior,Remote,Contract,EdTech
1319,QA Engineer,32.0,"Celery, REST API, GCP, Node.js, Redis",Senior,Yerevan,Full-time,Gaming
1320,Machine Learning Engineer,17.96,"MySQL, Python, REST API, MongoDB, Kubernetes, Terraform",Junior,Remote,Full-time,FinTech
1321,Fullstack Developer,15.56,"Docker, Vue, Terraform, Python, Git, Node.js",Mid,Yerevan,Full-time,E-commerce
1322,Fullstack Developer,20.12,"Python, MongoDB, Git, Node.js, React, GraphQL",Mid,Yerevan,Full-time,EdTech
1323,Software Engineer,15.94,"Scikit-learn, Terraform, GCP, REST API, Celery, Vue, React",Mid,Yerevan,Full-time,Gaming
1324,Machine Learning Engineer,15.89,"MongoDB, JavaScript, MySQL, Flask",Mid,Vanadzor,Full-time,Gaming
1325,Backend Developer,6.22,"Node.js, React, Kubernetes, Celery, Terraform, FastAPI",Junior,Yerevan,Full-time,EdTech
1326,Product Engineer,34.8,"Pandas, Flask, Python, Django, CI/CD, Docker",Senior,Vanadzor,Part-time,FinTech
1327,Site Reliability Engineer,78.36,"SQL, REST API, FastAPI, NumPy, Git",Lead,Vanadzor,Full-time,E-commerce
1328,Software Engineer,44.44,"MySQL, Scikit-learn, GCP",Lead,Yerevan,Full-time,Gaming
1329,Backend Developer,12.9,"Docker, FastAPI, NumPy, JavaScript, PostgreSQL, GraphQL",Mid,Yerevan,Full-time,Gaming
1330,Frontend Developer,30.27,"Scikit-learn, Redis, Vue, PostgreSQL",Senior,Yerevan,Full-time,FinTech
1331,Frontend Developer,21.05,"NumPy, Node.js, PostgreSQL, MongoDB, MySQL, Kubernetes",Mid,Yerevan,Full-time,Gaming
1332,QA Engineer,34.85,"NumPy, JavaScript, Celery",Senior,Yerevan,Full-time,EdTech
1333,DevOps Engineer,3.8,"MySQL, SQL, React, GraphQL, Terraform",Intern,Vanadzor,Full-time,Gaming
1334,DevOps Engineer,25.86,"JavaScript, Git, MySQL, GCP",Mid,Yerevan,Full-time,Gaming
1335,DevOps Engineer,21.31,"GraphQL, Python, PostgreSQL, AWS",Mid,Yerevan,Full-time,HealthTech
1336,Site Reliability Engineer,51.56,"AWS, Terraform, JavaScript, GraphQL",Senior,Remote,Full-time,EdTech
1337,Site Reliability Engineer,29.53,"Celery, Redis, React, GCP",Mid,Yerevan,Part-time,E-commerce
1338,Backend Developer,23.08,"JavaScript, PostgreSQL, Git, NumPy",Mid,Yerevan,Full-time,FinTech
1339,Frontend Developer,18.67,"Pandas, Scikit-learn, Celery",Mid,Yerevan,Full-time,Gaming
1340,Data Scientist,36.03,"MongoDB, Celery, Flask",Senior,Yerevan,Full-time,Gaming
1341,DevOps Engineer,22.88,"Kubernetes, GraphQL, Celery",Mid,Yerevan,Full-time,Software
1342,Data Scientist,12.14,"Node.js, SQL, Kubernetes, React",Junior,Gyumri,Full-time,Gaming
1343,Backend Developer,54.24,"Pandas, Flask, JavaScript, Celery",Lead,Yerevan,Full-time,Gaming
1344,DevOps Engineer,12.45,"Kubernetes, FastAPI, REST API, Django, MongoDB, Terraform",Junior,Yerevan,Full-time,EdTech
1345,Frontend Developer,12.06,"REST API, GraphQL, Vue",Junior,Yerevan,Full-time,FinTech
1346,Product Engineer,21.48,"NumPy, Terraform, Vue, GraphQL, Scikit-learn, Git",Mid,Yerevan,Full-time,Software
1347,Machine Learning Engineer,87.6,"Terraform, React, MongoDB, Celery, Redis, SQL",Lead,Yerevan,Full-time,HealthTech
1348,DevOps Engineer,76.4,"PostgreSQL, CI/CD, REST API, Celery, MySQL",Lead,Yerevan,Part-time,FinTech
1349,Software Engineer,23.18,"MongoDB, Celery, Redis",Mid,Remote,Part-time,E-commerce
1350,Machine Learning Engineer,12.62,"Kubernetes, MongoDB, Terraform",Junior,Yerevan,Full-time,HealthTech
1351,Software Engineer,24.84,"MySQL, Celery, MongoDB, NumPy",Mid,Yerevan,Full-time,FinTech
1352,Site Reliability Engineer,16.78,"CI/CD, JavaScript, MongoDB, React, Vue, GCP, SQL",Mid,Yerevan,Part-time,FinTech
1353,Fullstack Developer,15.46,"Scikit-learn, Docker, Pandas, PostgreSQL, Node.js, SQL, Redis",Mid,Yerevan,Contract,E-commerce
1354,DevOps Engineer,15.28,"Kubernetes, MySQL, Docker, GraphQL, GCP",Mid,Yerevan,Full-time,Gaming
1355,Mobile Developer,3.82,"Terraform, Scikit-learn, JavaScript, Kubernetes, NumPy",Intern,Remote,Full-time,E-commerce
1356,DevOps Engineer,4.18,"MySQL, AWS, Python, MongoDB, Docker",Intern,Yerevan,Full-time,Gaming
1357,Mobile Developer,16.74,"Celery, Kubernetes, PostgreSQL, FastAPI, Flask, Node.js, React",Mid,Yerevan,Full-time,FinTech
1358,QA Engineer,41.16,"SQL, Scikit-learn, Redis, Node.js, PostgreSQL, Git",Senior,Remote,Full-time,Software
1359,Product Engineer,22.5,"AWS, Kubernetes, MySQL, FastAPI, Redis, JavaScript, Flask",Mid,Yerevan,Full-time,HealthTech
1360,QA Engineer,86.89,"MySQL, GraphQL, Vue, REST API, Flask, Kubernetes, Node.js",Lead,Yerevan,Full-time,FinTech
1361,QA Engineer,20.35,"SQL, Python, JavaScript, NumPy, Flask",Mid,Gyumri,Full-time,EdTech
1362,QA Engineer,65.74,"React, MongoDB, Kubernetes, Node.js",Lead,Yerevan,Full-time,Gaming
1363,Machine Learning Engineer,28.78,"Git, Pandas, Python, JavaScript, FastAPI",Mid,Yerevan,Contract,HealthTech
1364,Software Engineer,14.66,"Django, Celery, AWS, Python, GraphQL, Docker, Scikit-learn",Mid,Yerevan,Full-time,Software
1365,Site Reliability Engineer,43.72,"MongoDB, Terraform, Flask, Pandas, GraphQL, SQL, REST API",Senior,Yerevan,Full-time,HealthTech
1366,Frontend Developer,18.2,"Kubernetes, Git, Terraform, Vue, Flask, Docker, PostgreSQL",Mid,Gyumri,Full-time,Software
1367,Machine Learning Engineer,19.59,"Flask, React, Terraform, GraphQL, MongoDB",Mid,Vanadzor,Full-time,Gaming
1368,Machine Learning Engineer,26.03,"GCP, GraphQL, MySQL",Mid,Yerevan,Full-time,E-commerce
1369,Backend Developer,27.35,"JavaScript, PostgreSQL, Node.js, GraphQL, CI/CD, MongoDB",Mid,Yerevan,Full-time,HealthTech
1370,Site Reliability Engineer,17.18,"SQL, GraphQL, JavaScript, Vue, NumPy",Mid,Yerevan,Full-time,EdTech
1371,Fullstack Developer,8.91,"NumPy, JavaScript, REST API",Junior,Yerevan,Full-time,EdTech
1372,QA Engineer,63.51,"Vue, MySQL, React, Docker",Lead,Yerevan,Full-time,FinTech
1373,DevOps Engineer,12.74,"Kubernetes, FastAPI, GCP, Python",Junior,Dilijan,Full-time,Software
1374,Machine Learning Engineer,26.03,"Kubernetes, GCP, Vue, Pandas, NumPy, GraphQL",Senior,Vanadzor,Full-time,Software
1375,Frontend Developer,7.01,"FastAPI, React, Vue, Scikit-learn, Redis, Git, AWS",Junior,Yerevan,Part-time,Gaming
1376,QA Engineer,18.39,"Redis, PostgreSQL, Celery, FastAPI, Kubernetes",Mid,Yerevan,Full-time,EdTech
1377,Backend Developer,5.6,"AWS, MySQL, Flask, Docker, Terraform",Intern,Gyumri,Full-time,Software
1378,DevOps Engineer,10.14,"Python, PostgreSQL, Pandas, Terraform, MongoDB, Django",Junior,Yerevan,Full-time,E-commerce
1379,Fullstack Developer,39.06,"JavaScript, SQL, Redis, NumPy",Senior,Yerevan,Full-time,EdTech
1380,Backend Developer,6.35,"AWS, Git, Docker, React, Celery",Junior,Gyumri,Part-time,Gaming
1381,Fullstack Developer,26.53,"Python, Redis, Vue, MySQL",Senior,Gyumri,Full-time,Software
1382,Mobile Developer,21.46,"Scikit-learn, Python, MongoDB",Mid,Dilijan,Full-time,HealthTech
1383,Backend Developer,44.12,"REST API, GCP, NumPy",Senior,Yerevan,Part-time,E-commerce
1384,Product Engineer,34.73,"Flask, Docker, FastAPI, Redis",Senior,Yerevan,Full-time,HealthTech
1385,Machine Learning Engineer,72.12,"Scikit-learn, Terraform, Python, MySQL, Redis, CI/CD, PostgreSQL",Lead,Vanadzor,Full-time,FinTech
1386,Fullstack Developer,16.44,"Redis, Pandas, GraphQL",Mid,Yerevan,Contract,Gaming
1387,Data Scientist,12.69,"CI/CD, Flask, Pandas, FastAPI",Junior,Yerevan,Full-time,FinTech
1388,Mobile Developer,10.85,"Pandas, CI/CD, MySQL, MongoDB",Junior,Yerevan,Full-time,HealthTech
1389,Machine Learning Engineer,19.08,"MongoDB, Docker, AWS, CI/CD",Mid,Yerevan,Full-time,HealthTech
1390,Fullstack Developer,17.9,"Scikit-learn, Vue, React",Mid,Remote,Full-time,E-commerce
1391,Backend Developer,14.53,"MongoDB, Python, GraphQL, Redis, SQL, AWS",Junior,Yerevan,Full-time,FinTech
1392,Data Scientist,18.79,"Kubernetes, Git, PostgreSQL, REST API",Mid,Gyumri,Full-time,E-commerce
1393,Machine Learning Engineer,9.72,"React, PostgreSQL, MongoDB, Scikit-learn, Redis",Junior,Yerevan,Full-time,HealthTech
1394,Site Reliability Engineer,29.33,"Flask, Scikit-learn, AWS, Docker, Terraform",Mid,Yerevan,Part-time,EdTech
1395,Backend Developer,74.2,"FastAPI, REST API, SQL",Lead,Yerevan,Full-time,E-commerce
1396,DevOps Engineer,13.07,"Celery, React, GCP",Junior,Yerevan,Full-time,EdTech
1397,Site Reliability Engineer,7.31,"Pandas, AWS, Celery, Git",Junior,Vanadzor,Full-time,Software
1398,Fullstack Developer,21.92,"REST API, Node.js, SQL, Celery, React",Mid,Yerevan,Full-time,EdTech
1399,QA Engineer,7.44,"NumPy, SQL, JavaScript, REST API",Junior,Yerevan,Full-time,EdTech
1400,Product Engineer,16.55,"GCP, Celery, Docker, Redis, Kubernetes",Mid,Yerevan,Full-time,E-commerce
1401,QA Engineer,7.01,"CI/CD, MySQL, Vue, Git, SQL, Flask, Django",Junior,Remote,Full-time,HealthTech
1402,Mobile Developer,9.66,"Scikit-learn, React, Terraform, Docker, GCP, GraphQL",Junior,Yerevan,Full-time,FinTech
1403,Data Scientist,8.78,"GCP, FastAPI, Pandas, GraphQL",Junior,Yerevan,Full-time,HealthTech
1404,Software Engineer,8.89,"Terraform, FastAPI, Celery",Junior,Yerevan,Full-time,HealthTech
1405,DevOps Engineer,19.68,"MySQL, FastAPI, REST API, Git, Kubernetes, JavaScript",Mid,Gyumri,Full-time,FinTech
1406,Frontend Developer,27.85,"GCP, PostgreSQL, FastAPI",Senior,Gyumri,Full-time,HealthTech
1407,Software Engineer,14.99,"NumPy, MySQL, Node.js, Celery, FastAPI, Flask",Mid,Yerevan,Part-time,Gaming
1408,Product Engineer,61.27,"SQL, Docker, NumPy, Django, Terraform, FastAPI",Lead,Vanadzor,Full-time,Gaming
1409,DevOps Engineer,47.03,"MongoDB, Docker, CI/CD, PostgreSQL, AWS, Flask, Python",Senior,Yerevan,Part-time,Gaming
1410,Frontend Developer,37.69,"Docker, CI/CD, PostgreSQL, FastAPI, Redis, REST API, Git",Senior,Yerevan,Full-time,FinTech
1411,Product Engineer,21.76,"Git, FastAPI, GraphQL",Mid,Yerevan,Part-time,E-commerce
1412,Software Engineer,58.21,"GraphQL, CI/CD, SQL, Git, Docker",Lead,Yerevan,Full-time,FinTech
1413,Mobile Developer,50.28,"GraphQL, Celery, Django, GCP, Terraform, Docker",Senior,Yerevan,Full-time,E-commerce
1414,Software Engineer,32.84,"FastAPI, MySQL, Docker, Scikit-learn, Python",Senior,Yerevan,Full-time,Gaming
1415,Machine Learning Engineer,51.27,"Node.js, PostgreSQL, Kubernetes, Scikit-learn, Django",Senior,Yerevan,Full-time,HealthTech
1416,QA Engineer,15.68,"REST API, NumPy, Terraform, MongoDB",Mid,Remote,Full-time,FinTech
1417,Mobile Developer,39.83,"MongoDB, AWS, Git",Senior,Gyumri,Full-time,E-commerce
1418,Site Reliability Engineer,50.9,"Pandas, Flask, Terraform",Senior,Vanadzor,Full-time,HealthTech
1419,Mobile Developer,11.85,"PostgreSQL, SQL, Redis, AWS",Mid,Yerevan,Full-time,E-commerce
1420,QA Engineer,28.38,"Python, FastAPI, Vue, GraphQL, MySQL",Senior,Dilijan,Full-time,FinTech
1421,Site Reliability Engineer,53.59,"GCP, Git, SQL, Flask",Senior,Yerevan,Full-time,EdTech
1422,Data Scientist,10.99,"PostgreSQL, JavaScript, SQL, MongoDB, REST API, AWS",Junior,Yerevan,Part-time,Gaming
1423,Mobile Developer,8.91,"Git, GraphQL, Flask, MongoDB, Node.js",Junior,Yerevan,Full-time,Gaming
1424,Machine Learning Engineer,35.36,"Redis, Node.js, SQL",Senior,Yerevan,Full-time,HealthTech
1425,Data Scientist,16.34,"Python, MySQL, Node.js, Git",Junior,Yerevan,Full-time,FinTech
1426,Machine Learning Engineer,57.52,"Docker, React, Celery, GraphQL",Senior,Yerevan,Full-time,EdTech
1427,Mobile Developer,18.17,"SQL, Scikit-learn, AWS, PostgreSQL, Docker",Mid,Vanadzor,Contract,Gaming
1428,QA Engineer,23.05,"Flask, SQL, JavaScript, MongoDB, Node.js",Mid,Remote,Full-time,EdTech
1429,Site Reliability Engineer,22.01,"REST API, MongoDB, FastAPI, Git, Node.js, AWS",Mid,Yerevan,Part-time,EdTech
1430,Software Engineer,73.33,"Django, Kubernetes, Git, NumPy, Redis, GraphQL, Docker",Lead,Gyumri,Full-time,HealthTech
1431,Frontend Developer,54.9,"AWS, Redis, SQL",Lead,Yerevan,Full-time,EdTech
1432,Fullstack Developer,10.73,"PostgreSQL, Pandas, Python, SQL, Git, Redis, Docker",Junior,Yerevan,Contract,HealthTech
1433,Fullstack Developer,74.39,"MongoDB, Node.js, GraphQL, Scikit-learn, Celery",Lead,Yerevan,Full-time,EdTech
1434,Mobile Developer,10.44,"Git, Django, SQL",Junior,Yerevan,Full-time,HealthTech
1435,QA Engineer,23.71,"Docker, Pandas, React, Vue, Node.js, Git, NumPy",Mid,Gyumri,Full-time,Software
1436,Fullstack Developer,3.39,"FastAPI, GCP, GraphQL",Intern,Remote,Full-time,HealthTech
1437,Software Engineer,18.96,"React, FastAPI, MySQL, AWS, SQL",Mid,Yerevan,Full-time,FinTech
1438,Mobile Developer,56.97,"Node.js, AWS, Terraform, Flask",Senior,Yerevan,Full-time,E-commerce
1439,QA Engineer,17.61,"REST API, Django, CI/CD",Mid,Yerevan,Full-time,EdTech
1440,QA Engineer,7.66,"MongoDB, GCP, MySQL",Junior,Yerevan,Contract,Software
1441,Backend Developer,33.8,"Vue, Terraform, Git, Redis",Senior,Yerevan,Full-time,Software
1442,Fullstack Developer,18.0,"Git, AWS, GraphQL, React",Mid,Remote,Full-time,Gaming
1443,Machine Learning Engineer,64.88,"Python, Git, Django, REST API, FastAPI, MySQL",Senior,Vanadzor,Full-time,FinTech
1444,DevOps Engineer,9.0,"Redis, Vue, Git",Junior,Yerevan,Full-time,FinTech
1445,Fullstack Developer,45.5,"GCP, Kubernetes, FastAPI, CI/CD, REST API, Flask, MongoDB",Lead,Dilijan,Part-time,Gaming
1446,Data Scientist,20.28,"Django, AWS, Scikit-learn, Redis, CI/CD, GraphQL",Mid,Yerevan,Full-time,FinTech
1447,Frontend Developer,43.78,"GraphQL, SQL, REST API, Celery, GCP, Pandas, Vue",Senior,Yerevan,Full-time,EdTech
1448,DevOps Engineer,17.31,"GCP, Docker, Scikit-learn, Flask, Redis, Python",Mid,Yerevan,Full-time,Gaming
1449,Machine Learning Engineer,15.47,"Scikit-learn, NumPy, MySQL, CI/CD, Django, Celery",Junior,Yerevan,Full-time,HealthTech
1450,Backend Developer,10.86,"REST API, React, Terraform, MongoDB, Django, Scikit-learn, Python",Junior,Yerevan,Part-time,Gaming
1451,Backend Developer,65.52,"CI/CD, Docker, Pandas",Lead,Yerevan,Full-time,EdTech
1452,Site Reliability Engineer,24.98,"Vue, FastAPI, Kubernetes",Mid,Yerevan,Full-time,Gaming
1453,Fullstack Developer,43.9,"Vue, GraphQL, Terraform, Git, Python, Django",Senior,Yerevan,Full-time,FinTech
1454,Mobile Developer,7.47,"CI/CD, MongoDB, React, GCP",Junior,Yerevan,Part-time,Software
1455,Data Scientist,33.11,"Node.js, Git, CI/CD, PostgreSQL, Docker, GraphQL, MySQL",Mid,Vanadzor,Full-time,FinTech
